,topics,perplexity,coherance
77,"[(0, '0.040*""widget"" + 0.034*""gtkfontselectiondialog"" + 0.024*""combo"" + 0.018*""access"" + 0.018*""list"" + 0.013*""gtkgammacurve"" + 0.013*""also"" + 0.013*""make"" + 0.013*""would"" + 0.013*""work""'),  ",-5.748033708,0.544199338
,"(1, '0.031*""gtkwidget"" + 0.030*""gtkcolorselectiondialog"" + 0.024*""gtkclist"" + 0.017*""gtkgammacurve"" + 0.017*""data"" + 0.017*""list"" + 0.017*""access"" + 0.017*""table"" + 0.017*""use"" + 0.017*""active""'),",,
,"(2, '0.047*""gtkadjustment"" + 0.017*""deprecated"" + 0.017*""child"" + 0.017*""gtktextbuffer"" + 0.017*""function"" + 0.017*""tagtable"" + 0.017*""gtkbin"" + 0.017*""api"" + 0.017*""gtkclist"" + 0.017*""consider""')]",,
78,"[(0, '0.056*""widget"" + 0.025*""access"" + 0.017*""combo"" + 0.017*""entry"" + 0.017*""need"" + 0.017*""directly"" + 0.017*""functionality"" + 0.017*""gtkfontselectiondialog"" + 0.010*""deprecate"" + 0.010*""probably""'),   ",-5.848005321,0.606859691
,"(1, '0.045*""gtkwidget"" + 0.045*""gtkcolorselectiondialog"" + 0.024*""gtkclist"" + 0.024*""active"" + 0.024*""gtkcheckmenuitem"" + 0.024*""gtkgammacurve"" + 0.024*""table"" + 0.013*""accessor"" + 0.013*""also"" + 0.013*""functions""'),",,
,"(2, '0.059*""gtkadjustment"" + 0.021*""function"" + 0.021*""gtkgammacurve"" + 0.021*""gtkclist"" + 0.021*""api"" + 0.021*""consider"" + 0.012*""would"" + 0.012*""lot"" + 0.012*""item"" + 0.012*""take""'),",,
,"(3, '0.032*""list"" + 0.025*""gtkfontselectiondialog"" + 0.025*""make"" + 0.025*""combo"" + 0.025*""deprecated"" + 0.017*""already"" + 0.017*""use"" + 0.017*""child"" + 0.017*""tagtable"" + 0.017*""gtktextbuffer""')]",,
79,"[(0, '0.061*""gtkfontselectiondialog"" + 0.032*""widget"" + 0.032*""gtkgammacurve"" + 0.022*""access"" + 0.022*""take"" + 0.022*""attribute"" + 0.022*""directly"" + 0.022*""need"" + 0.022*""provide"" + 0.022*""data""'),    ",-5.853448237,0.527746533
,"(1, '0.052*""gtkwidget"" + 0.052*""gtkcolorselectiondialog"" + 0.027*""active"" + 0.027*""gtkcheckmenuitem"" + 0.027*""actionarea"" + 0.027*""cancelbutton"" + 0.015*""accessor"" + 0.015*""functions"" + 0.015*""believe"" + 0.015*""bogus""'),",,
,"(2, '0.095*""gtkadjustment"" + 0.034*""gtktextbuffer"" + 0.034*""tagtable"" + 0.018*""gtkcombo"" + 0.018*""probably"" + 0.018*""many"" + 0.018*""for"" + 0.018*""function"" + 0.018*""pageincrement"" + 0.018*""low""'),",,
,"(3, '0.028*""deprecated"" + 0.027*""gtkclist"" + 0.019*""access"" + 0.019*""list"" + 0.019*""make"" + 0.019*""also"" + 0.019*""already"" + 0.019*""gtklist"" + 0.019*""combo"" + 0.019*""child""'),",,
,"(4, '0.043*""list"" + 0.033*""combo"" + 0.033*""widget"" + 0.022*""api"" + 0.022*""consider"" + 0.022*""make"" + 0.022*""high"" + 0.022*""function"" + 0.022*""level"" + 0.022*""access""')]",,
80,"[(0, '0.017*""patch"" + 0.016*""parent"" + 0.016*""gtkshowuri"" + 0.013*""function"" + 0.012*""gtkshowhelp"" + 0.010*""use"" + 0.009*""add"" + 0.009*""screen"" + 0.009*""id"" + 0.009*""gtk""')]",-5.689171782,0.600270415
81,"[(0, '0.029*""parent"" + 0.021*""function"" + 0.017*""id"" + 0.016*""patch"" + 0.014*""create"" + 0.014*""attachment"" + 0.014*""details"" + 0.014*""thanks"" + 0.012*""mandatory"" + 0.012*""bug""'), ",-5.847652179,0.568187675
,"(1, '0.030*""gtkshowuri"" + 0.022*""gtkshowhelp"" + 0.018*""patch"" + 0.017*""add"" + 0.014*""version"" + 0.014*""call"" + 0.014*""gtk"" + 0.012*""screen"" + 0.012*""show"" + 0.012*""use""')]",,
82,"[(0, '0.028*""parent"" + 0.020*""id"" + 0.020*""attachment"" + 0.020*""details"" + 0.020*""create"" + 0.017*""patch"" + 0.017*""bug"" + 0.017*""thanks"" + 0.015*""comments"" + 0.013*""function""'),  ",-5.934127068,0.549668719
,"(1, '0.045*""gtkshowuri"" + 0.025*""gtkshowhelp"" + 0.024*""patch"" + 0.017*""show"" + 0.016*""add"" + 0.013*""widget"" + 0.013*""screen"" + 0.013*""program"" + 0.013*""use"" + 0.013*""gnomehelp""'),",,
,"(2, '0.021*""function"" + 0.021*""call"" + 0.017*""gtk"" + 0.017*""mount"" + 0.014*""parent"" + 0.013*""mandatory"" + 0.013*""version"" + 0.013*""lesser"" + 0.013*""gpl"" + 0.013*""handle""')]",,
83,"[(0, '0.030*""parent"" + 0.026*""thanks"" + 0.021*""patch"" + 0.021*""bug"" + 0.019*""comments"" + 0.016*""function"" + 0.016*""well"" + 0.016*""go"" + 0.016*""one"" + 0.011*""this""'),   ",-6.012190427,0.533758193
,"(1, '0.049*""gtkshowuri"" + 0.023*""show"" + 0.017*""patch"" + 0.017*""gtkshowhelp"" + 0.017*""gnomehelp"" + 0.017*""use"" + 0.017*""widget"" + 0.017*""screen"" + 0.017*""program"" + 0.012*""add""'),",,
,"(2, '0.022*""function"" + 0.022*""mandatory"" + 0.017*""parent"" + 0.017*""gtk"" + 0.017*""call"" + 0.017*""version"" + 0.017*""gpl"" + 0.017*""mount"" + 0.017*""patch"" + 0.017*""add""'),",,
,"(3, '0.029*""id"" + 0.029*""details"" + 0.029*""attachment"" + 0.029*""create"" + 0.018*""gtkshowhelp"" + 0.013*""license"" + 0.013*""handle"" + 0.013*""version"" + 0.013*""comment"" + 0.013*""parent""')]",,
84,"[(0, '0.039*""patch"" + 0.026*""bug"" + 0.020*""parent"" + 0.020*""one"" + 0.014*""well"" + 0.014*""null"" + 0.014*""this"" + 0.014*""function"" + 0.014*""mount"" + 0.014*""update""'),    ",-6.080101818,0.539152496
,"(1, '0.040*""gtkshowuri"" + 0.023*""show"" + 0.018*""gtkshowhelp"" + 0.018*""gnomehelp"" + 0.018*""screen"" + 0.018*""widget"" + 0.018*""program"" + 0.012*""add"" + 0.012*""use"" + 0.012*""version""'),",,
,"(2, '0.030*""gtk"" + 0.023*""call"" + 0.023*""patch"" + 0.023*""add"" + 0.023*""gpl"" + 0.023*""version"" + 0.016*""gdkscreen"" + 0.016*""mandatory"" + 0.016*""update"" + 0.016*""parent""'),",,
,"(3, '0.034*""id"" + 0.034*""details"" + 0.034*""attachment"" + 0.034*""create"" + 0.021*""gtkshowhelp"" + 0.014*""use"" + 0.014*""function"" + 0.014*""handle"" + 0.014*""remove"" + 0.014*""patch""'),",,
,"(4, '0.047*""parent"" + 0.032*""thanks"" + 0.024*""function"" + 0.017*""mandatory"" + 0.017*""take"" + 0.017*""could"" + 0.017*""screen"" + 0.017*""null"" + 0.017*""go"" + 0.017*""uri""')]",,
85,"[(0, '0.020*""run"" + 0.020*""try"" + 0.017*""use"" + 0.017*""version"" + 0.017*""java"" + 0.014*""im"" + 0.014*""command"" + 0.014*""tiger"" + 0.014*""line"" + 0.011*""display""')]",-5.115985864,0.58848952
86,"[(0, '0.030*""use"" + 0.021*""tiger"" + 0.019*""try"" + 0.019*""command"" + 0.019*""line"" + 0.019*""im"" + 0.019*""ran"" + 0.019*""build"" + 0.019*""eclipse"" + 0.019*""run""'), ",-5.299119104,0.531410712
,"(1, '0.027*""version"" + 0.025*""java"" + 0.021*""run"" + 0.020*""new"" + 0.020*""display"" + 0.020*""try"" + 0.015*""create"" + 0.014*""exit"" + 0.014*""public"" + 0.014*""swtexperiment""')]",,
87,"[(0, '0.041*""use"" + 0.026*""command"" + 0.026*""line"" + 0.026*""eclipse"" + 0.026*""ran"" + 0.018*""build"" + 0.018*""xcode"" + 0.018*""tiger"" + 0.018*""launch"" + 0.018*""try""'),  ",-5.424614293,0.498097048
,"(1, '0.032*""run"" + 0.025*""new"" + 0.025*""display"" + 0.017*""java"" + 0.017*""try"" + 0.017*""create"" + 0.017*""version"" + 0.017*""im"" + 0.017*""exit"" + 0.017*""also""'),",,
,"(2, '0.036*""version"" + 0.025*""jar"" + 0.025*""try"" + 0.025*""java"" + 0.015*""get"" + 0.015*""report"" + 0.015*""line"" + 0.015*""crash"" + 0.015*""command"" + 0.015*""see""')]",,
88,"[(0, '0.044*""use"" + 0.030*""launch"" + 0.030*""command"" + 0.030*""line"" + 0.017*""build"" + 0.017*""option"" + 0.017*""would"" + 0.017*""try"" + 0.017*""reason"" + 0.017*""source""'),   ",-5.594729176,0.466730892
,"(1, '0.031*""run"" + 0.031*""create"" + 0.031*""display"" + 0.022*""java"" + 0.022*""tiger"" + 0.022*""new"" + 0.022*""exit"" + 0.022*""shell"" + 0.022*""crashes"" + 0.022*""httpwwweclipseorgswtfaqphpcarbonapp""'),",,
,"(2, '0.026*""jar"" + 0.026*""version"" + 0.025*""java"" + 0.014*""report"" + 0.014*""ran"" + 0.014*""example"" + 0.014*""crash"" + 0.014*""hello"" + 0.014*""get"" + 0.014*""attached""'),",,
,"(3, '0.047*""try"" + 0.025*""eclipse"" + 0.025*""run"" + 0.025*""work"" + 0.025*""im"" + 0.025*""see"" + 0.025*""version"" + 0.014*""line"" + 0.014*""command"" + 0.014*""m""')]",,
89,"[(0, '0.053*""use"" + 0.036*""launch"" + 0.036*""command"" + 0.036*""line"" + 0.020*""would"" + 0.020*""reason"" + 0.020*""source"" + 0.020*""thats"" + 0.020*""end"" + 0.020*""option""'),    ",-5.664187783,0.422681215
,"(1, '0.035*""run"" + 0.035*""create"" + 0.035*""display"" + 0.024*""java"" + 0.024*""tiger"" + 0.024*""new"" + 0.024*""exit"" + 0.024*""shell"" + 0.013*""project"" + 0.013*""crashes""'),",,
,"(2, '0.028*""jar"" + 0.028*""report"" + 0.028*""version"" + 0.028*""tiger"" + 0.028*""java"" + 0.015*""example"" + 0.015*""ran"" + 0.015*""hello"" + 0.015*""use"" + 0.015*""swt""'),",,
,"(3, '0.042*""try"" + 0.029*""see"" + 0.029*""im"" + 0.029*""version"" + 0.029*""run"" + 0.029*""eclipse"" + 0.016*""m"" + 0.016*""r"" + 0.016*""ran"" + 0.016*""swtdebugjar""'),",,
,"(4, '0.044*""httpwwweclipseorgswtfaqphpcarbonapp"" + 0.024*""option"" + 0.024*""command"" + 0.024*""xstartonfirstthread"" + 0.024*""line"" + 0.024*""argument"" + 0.024*""this"" + 0.024*""cp"" + 0.024*""except"" + 0.024*""pertain""')]",,
90,"[(0, '0.032*""group"" + 0.020*""jaw"" + 0.017*""title"" + 0.017*""read"" + 0.012*""set"" + 0.012*""dialog"" + 0.012*""control"" + 0.010*""attachment"" + 0.008*""use"" + 0.008*""hear""')]",-5.465298964,0.574370266
91,"[(0, '0.054*""group"" + 0.028*""title"" + 0.025*""read"" + 0.022*""jaw"" + 0.016*""dialog"" + 0.013*""hear"" + 0.013*""radio"" + 0.013*""findreplace"" + 0.013*""control"" + 0.010*""use""'), ",-5.558720189,0.516550048
,"(1, '0.022*""set"" + 0.022*""attachment"" + 0.018*""problem"" + 0.018*""jaw"" + 0.014*""snippet"" + 0.014*""grouptestsjava"" + 0.014*""details"" + 0.014*""create"" + 0.014*""id"" + 0.010*""version""')]",,
92,"[(0, '0.070*""group"" + 0.035*""title"" + 0.026*""read"" + 0.026*""jaw"" + 0.017*""hear"" + 0.017*""radio"" + 0.016*""dialog"" + 0.013*""use"" + 0.013*""frank"" + 0.009*""tab""'),  ",-5.669139277,0.493306077
,"(1, '0.033*""set"" + 0.021*""problem"" + 0.020*""snippet"" + 0.014*""bug"" + 0.014*""attach"" + 0.014*""click"" + 0.014*""attachment"" + 0.014*""java"" + 0.014*""jaws"" + 0.013*""search""'),",,
,"(2, '0.025*""control"" + 0.022*""jaw"" + 0.020*""attachment"" + 0.020*""details"" + 0.020*""create"" + 0.020*""id"" + 0.019*""version"" + 0.016*""read"" + 0.014*""grouptestsjava"" + 0.014*""instead""')]",,
93,"[(0, '0.058*""group"" + 0.035*""title"" + 0.030*""jaw"" + 0.024*""hear"" + 0.019*""radio"" + 0.019*""use"" + 0.017*""read"" + 0.013*""frank"" + 0.013*""button"" + 0.013*""want""'),   ",-5.71472046,0.424674834
,"(1, '0.039*""set"" + 0.024*""problem"" + 0.024*""snippet"" + 0.024*""jaws"" + 0.017*""attach"" + 0.017*""bug"" + 0.017*""java"" + 0.009*""attachment"" + 0.009*""work"" + 0.009*""click""'),",,
,"(2, '0.027*""attachment"" + 0.027*""control"" + 0.027*""details"" + 0.027*""create"" + 0.027*""id"" + 0.019*""read"" + 0.019*""instead"" + 0.019*""grouptestsjava"" + 0.019*""tell"" + 0.019*""common""'),",,
,"(3, '0.050*""group"" + 0.031*""dialog"" + 0.031*""jaw"" + 0.021*""read"" + 0.019*""findreplace"" + 0.019*""get"" + 0.019*""version"" + 0.019*""control"" + 0.014*""title"" + 0.013*""search""')]",,
94,"[(0, '0.051*""group"" + 0.038*""jaw"" + 0.038*""title"" + 0.026*""hear"" + 0.025*""read"" + 0.020*""radio"" + 0.020*""use"" + 0.020*""frank"" + 0.014*""want"" + 0.014*""version""'),    ",-5.757538895,0.431878164
,"(1, '0.048*""set"" + 0.030*""problem"" + 0.030*""snippet"" + 0.021*""bug"" + 0.021*""click"" + 0.020*""attach"" + 0.011*""work"" + 0.011*""me"" + 0.011*""enough"" + 0.011*""make""'),",,
,"(2, '0.035*""control"" + 0.026*""read"" + 0.024*""winxp"" + 0.024*""common"" + 0.024*""instead"" + 0.024*""tell"" + 0.013*""problem"" + 0.013*""window"" + 0.013*""or"" + 0.013*""take""'),",,
,"(3, '0.057*""group"" + 0.029*""jaw"" + 0.022*""dialog"" + 0.022*""read"" + 0.022*""title"" + 0.015*""get"" + 0.015*""control"" + 0.015*""one"" + 0.015*""example"" + 0.015*""new""'),",,
,"(4, '0.035*""id"" + 0.035*""attachment"" + 0.035*""create"" + 0.035*""details"" + 0.035*""findreplace"" + 0.024*""group"" + 0.024*""dialog"" + 0.024*""grouptestsjava"" + 0.016*""dialogs"" + 0.013*""bug""')]",,
95,"[(0, '0.022*""teneo"" + 0.017*""eclipse"" + 0.015*""gr"" + 0.015*""installation"" + 0.015*""entry"" + 0.015*""hi"" + 0.015*""manfred"" + 0.015*""martin"" + 0.012*""configuration"" + 0.012*""ant""')]",-5.210538562,0.68901976
96,"[(0, '0.027*""eclipse"" + 0.027*""gr"" + 0.024*""manfred"" + 0.022*""set"" + 0.017*""see"" + 0.017*""version"" + 0.017*""configuration"" + 0.017*""id"" + 0.017*""attachment"" + 0.017*""details""'), ",-5.369230324,0.55849444
,"(1, '0.043*""teneo"" + 0.028*""entry"" + 0.028*""hi"" + 0.023*""installation"" + 0.023*""ant"" + 0.018*""martin"" + 0.018*""page"" + 0.018*""preference"" + 0.013*""new"" + 0.013*""logfile""')]",,
97,"[(0, '0.043*""gr"" + 0.027*""set"" + 0.027*""details"" + 0.027*""id"" + 0.027*""attachment"" + 0.027*""create"" + 0.019*""eclipse"" + 0.019*""log"" + 0.019*""file"" + 0.019*""bugzilla""'),  ",-5.403205979,0.504268291
,"(1, '0.048*""teneo"" + 0.035*""entry"" + 0.028*""installation"" + 0.028*""ant"" + 0.022*""page"" + 0.022*""preference"" + 0.015*""new"" + 0.015*""visible"" + 0.015*""message"" + 0.015*""home""'),",,
,"(2, '0.043*""hi"" + 0.035*""see"" + 0.027*""martin"" + 0.027*""manfred"" + 0.027*""version"" + 0.027*""eclipse"" + 0.019*""configuration"" + 0.019*""logfile"" + 0.019*""fail"" + 0.019*""load""')]",,
98,"[(0, '0.060*""gr"" + 0.026*""eclipse"" + 0.026*""log"" + 0.026*""file"" + 0.026*""plugins"" + 0.026*""bugzilla"" + 0.026*""manfred"" + 0.026*""martin"" + 0.014*""clean"" + 0.014*""attach""'),   ",-5.464793912,0.513496597
,"(1, '0.049*""teneo"" + 0.041*""entry"" + 0.033*""ant"" + 0.033*""installation"" + 0.025*""page"" + 0.025*""preference"" + 0.017*""visible"" + 0.017*""message"" + 0.017*""new"" + 0.017*""runtime""'),",,
,"(2, '0.052*""hi"" + 0.032*""martin"" + 0.032*""manfred"" + 0.032*""create"" + 0.032*""attachment"" + 0.032*""id"" + 0.032*""details"" + 0.022*""eclipse"" + 0.022*""configuration"" + 0.022*""version""'),",,
,"(3, '0.039*""set"" + 0.027*""logfile"" + 0.027*""see"" + 0.027*""version"" + 0.015*""strange"" + 0.015*""something"" + 0.015*""find"" + 0.015*""pluginfeature"" + 0.015*""featuresplugins"" + 0.015*""view""')]",,
99,"[(0, '0.034*""log"" + 0.034*""file"" + 0.034*""eclipse"" + 0.018*""restart"" + 0.018*""clean"" + 0.018*""option"" + 0.018*""bugzilla"" + 0.018*""result"" + 0.018*""remove"" + 0.018*""whats""'),    ",-5.558413723,0.511446218
,"(1, '0.065*""teneo"" + 0.044*""entry"" + 0.023*""installation"" + 0.023*""page"" + 0.023*""new"" + 0.023*""visible"" + 0.012*""configuration"" + 0.012*""ant"" + 0.012*""preference"" + 0.012*""home""'),",,
,"(2, '0.067*""hi"" + 0.042*""manfred"" + 0.041*""martin"" + 0.029*""configuration"" + 0.029*""see"" + 0.029*""fail"" + 0.029*""load"" + 0.029*""version"" + 0.029*""eclipse"" + 0.016*""plugin""'),",,
,"(3, '0.069*""gr"" + 0.043*""set"" + 0.043*""details"" + 0.043*""create"" + 0.043*""attachment"" + 0.043*""id"" + 0.029*""martin"" + 0.029*""manfred"" + 0.016*""see"" + 0.016*""strange""'),",,
,"(4, '0.025*""plugins"" + 0.025*""logfile"" + 0.025*""ant"" + 0.025*""preference"" + 0.025*""runtime"" + 0.025*""eclipse"" + 0.025*""teneo"" + 0.014*""platform"" + 0.014*""really"" + 0.014*""bugzilla""')]",,
100,"[(0, '0.043*""test"" + 0.035*""pool"" + 0.028*""release"" + 0.024*""run"" + 0.024*""thread"" + 0.020*""fix"" + 0.020*""create"" + 0.016*""rc"" + 0.016*""get"" + 0.016*""dictionary""')]",-4.6864014,0.487974738
101,"[(0, '0.057*""test"" + 0.044*""run"" + 0.028*""crash"" + 0.028*""create"" + 0.028*""release"" + 0.027*""pool"" + 0.020*""dnf"" + 0.020*""attachment"" + 0.020*""in"" + 0.020*""details""'), ",-4.849707911,0.409320108
,"(1, '0.043*""pool"" + 0.034*""fix"" + 0.030*""test"" + 0.027*""release"" + 0.027*""thread"" + 0.027*""new"" + 0.020*""problem"" + 0.019*""dictionary"" + 0.019*""get"" + 0.019*""change""')]",,
102,"[(0, '0.046*""test"" + 0.037*""create"" + 0.037*""pool"" + 0.029*""run"" + 0.028*""fix"" + 0.028*""thread"" + 0.028*""release"" + 0.020*""attachment"" + 0.020*""details"" + 0.020*""id""'),  ",-4.970088061,0.372995854
,"(1, '0.042*""pool"" + 0.029*""release"" + 0.029*""thread"" + 0.029*""test"" + 0.029*""problem"" + 0.029*""change"" + 0.029*""rc"" + 0.017*""swt"" + 0.017*""display"" + 0.017*""make""'),",,
,"(2, '0.059*""test"" + 0.042*""run"" + 0.024*""crash"" + 0.024*""rc"" + 0.024*""release"" + 0.024*""pool"" + 0.024*""in"" + 0.024*""cannot"" + 0.024*""comment"" + 0.024*""stack""')]",,
103,"[(0, '0.047*""test"" + 0.047*""pool"" + 0.036*""run"" + 0.036*""thread"" + 0.036*""release"" + 0.025*""dnf"" + 0.025*""crash"" + 0.025*""dictionary"" + 0.025*""create"" + 0.025*""use""'),  ",-5.04819624,0.327488456
,"(1, '0.052*""test"" + 0.036*""pool"" + 0.036*""release"" + 0.036*""problem"" + 0.020*""new"" + 0.020*""thread"" + 0.020*""strategy"" + 0.020*""main"" + 0.020*""swt"" + 0.020*""count""'),",,
,"(2, '0.058*""test"" + 0.032*""pool"" + 0.032*""release"" + 0.032*""run"" + 0.032*""crash"" + 0.032*""in"" + 0.032*""cannot"" + 0.032*""well"" + 0.032*""comment"" + 0.032*""rc""'),",,
,"(3, '0.051*""fix"" + 0.036*""rc"" + 0.036*""details"" + 0.036*""attachment"" + 0.036*""id"" + 0.036*""create"" + 0.020*""get"" + 0.020*""pool"" + 0.020*""run"" + 0.020*""test""')]",,
104,"[(0, '0.062*""test"" + 0.047*""run"" + 0.032*""pool"" + 0.032*""thread"" + 0.032*""release"" + 0.032*""dnf"" + 0.032*""crash"" + 0.018*""use"" + 0.018*""dictionary"" + 0.018*""create""'),    ",-5.08099431,0.384673685
,"(1, '0.057*""pool"" + 0.043*""release"" + 0.043*""create"" + 0.030*""test"" + 0.030*""problem"" + 0.030*""id"" + 0.030*""attachment"" + 0.030*""details"" + 0.030*""new"" + 0.030*""thread""'),",,
,"(2, '0.076*""test"" + 0.029*""crash"" + 0.028*""run"" + 0.028*""rc"" + 0.028*""get"" + 0.028*""cannot"" + 0.028*""well"" + 0.028*""in"" + 0.028*""level"" + 0.028*""need""'),",,
,"(3, '0.031*""run"" + 0.031*""eclipse"" + 0.031*""usability"" + 0.031*""affect"" + 0.031*""bug"" + 0.031*""get"" + 0.031*""suite"" + 0.031*""see"" + 0.031*""next"" + 0.031*""remove""'),",,
,"(4, '0.106*""fix"" + 0.073*""rc"" + 0.040*""now"" + 0.040*""push"" + 0.040*""risky"" + 0.040*""change"" + 0.040*""make"" + 0.040*""new"" + 0.007*""pool"" + 0.007*""test""')]",,
105,"[(0, '0.024*""http"" + 0.016*""x"" + 0.016*""localhost"" + 0.014*""keepalive"" + 0.012*""lightning"" + 0.011*""calendar"" + 0.011*""str"" + 0.011*""call"" + 0.011*""textxml"" + 0.010*""thunderbird""')]",-5.400330458,0.781671515
106,"[(0, '0.037*""x"" + 0.036*""localhost"" + 0.032*""keepalive"" + 0.028*""lightning"" + 0.022*""thunderbird"" + 0.022*""contentlength"" + 0.021*""xwebobjectsservername"" + 0.021*""xwebobjectsremoteaddr"" + 0.021*""xwebobjectsremotehost"" + 0.020*""connection""'), ",-5.472762897,0.648065773
,"(1, '0.040*""http"" + 0.018*""call"" + 0.018*""str"" + 0.017*""textxml"" + 0.015*""xwebobjectsserverprotocol"" + 0.015*""xwebobjectsserverurl"" + 0.015*""httplocalhost"" + 0.015*""calendar"" + 0.013*""dprop"" + 0.012*""checkdavresourcetype""')]",,
107,"[(0, '0.053*""x"" + 0.046*""keepalive"" + 0.031*""contentlength"" + 0.029*""localhost"" + 0.029*""xwebobjectsservername"" + 0.029*""xwebobjectsremoteaddr"" + 0.029*""xwebobjectsremotehost"" + 0.027*""linux"" + 0.027*""u"" + 0.027*""rv""'),  ",-5.507339185,0.642341309
,"(1, '0.051*""http"" + 0.022*""str"" + 0.019*""call"" + 0.019*""xwebobjectsserverprotocol"" + 0.016*""dprop"" + 0.015*""checkdavresourcetype"" + 0.015*""dumpcaldav"" + 0.015*""textxml"" + 0.015*""frfrfrqenusqenq"" + 0.015*""acceptlanguage""'),",,
,"(2, '0.045*""lightning"" + 0.035*""thunderbird"" + 0.033*""xwebobjectsserverurl"" + 0.033*""httplocalhost"" + 0.028*""gecko"" + 0.026*""host"" + 0.026*""localhost"" + 0.024*""option"" + 0.020*""sogodavwsourdeaucalendar"" + 0.018*""use""')]",,
108,"[(0, '0.062*""x"" + 0.036*""contentlength"" + 0.034*""localhost"" + 0.034*""xwebobjectsservername"" + 0.034*""xwebobjectsremoteaddr"" + 0.034*""xwebobjectsremotehost"" + 0.032*""u"" + 0.032*""mozilla"" + 0.032*""useragent"" + 0.032*""linux""'),  ",-5.603023644,0.632203009
,"(1, '0.058*""textxml"" + 0.043*""dprop"" + 0.040*""frfrfrqenusqenq"" + 0.040*""accept"" + 0.040*""acceptlanguage"" + 0.040*""keepalive"" + 0.033*""found"" + 0.033*""http"" + 0.024*""dresourcetype"" + 0.021*""thiscalendarcompletecheckserverinfoachangeloglistener""'),",,
,"(2, '0.031*""str"" + 0.029*""lightning"" + 0.021*""gecko"" + 0.021*""thunderbird"" + 0.021*""host"" + 0.021*""localhost"" + 0.016*""var"" + 0.016*""since"" + 0.016*""return"" + 0.016*""call""'), ",,
,"(3, '0.067*""http"" + 0.031*""httplocalhost"" + 0.031*""xwebobjectsserverprotocol"" + 0.031*""xwebobjectsserverurl"" + 0.031*""connection"" + 0.025*""keepalive"" + 0.023*""option"" + 0.019*""call"" + 0.019*""sogodavwsourdeaucalendar"" + 0.017*""code""')]",,
109,"[(0, '0.089*""x"" + 0.052*""contentlength"" + 0.049*""xwebobjectsservername"" + 0.049*""xwebobjectsremoteaddr"" + 0.049*""localhost"" + 0.045*""useragent"" + 0.045*""u"" + 0.045*""rv"" + 0.045*""mozilla"" + 0.045*""linux""'),   ",-5.600512548,0.62169603
,"(1, '0.045*""dprop"" + 0.042*""textxml"" + 0.042*""frfrfrqenusqenq"" + 0.042*""acceptlanguage"" + 0.042*""accept"" + 0.042*""acceptencoding"" + 0.028*""resource"" + 0.028*""propfind"" + 0.028*""error"" + 0.026*""code""'),",,
,"(2, '0.029*""str"" + 0.029*""call"" + 0.020*""localhost"" + 0.020*""host"" + 0.015*""var"" + 0.015*""return"" + 0.015*""since"" + 0.015*""cause"" + 0.015*""checkdavresourcetype"" + 0.015*""loop""'),",,
,"(3, '0.122*""http"" + 0.046*""lightning"" + 0.044*""httplocalhost"" + 0.044*""xwebobjectsserverprotocol"" + 0.044*""xwebobjectsserverurl"" + 0.035*""thunderbird"" + 0.035*""gecko"" + 0.032*""option"" + 0.027*""sogodavwsourdeaucalendar"" + 0.027*""authorization""'), ",,
,"(4, '0.089*""keepalive"" + 0.056*""xwebobjectsremotehost"" + 0.056*""connection"" + 0.045*""utfq"" + 0.045*""acceptcharset"" + 0.041*""contenttype"" + 0.038*""found"" + 0.034*""calendar"" + 0.028*""create"" + 0.023*""charsetutf""')]",,
110,"[(0, '0.052*""bug"" + 0.024*""folder"" + 0.019*""move"" + 0.012*""file"" + 0.012*""problem"" + 0.010*""delete"" + 0.010*""seem"" + 0.010*""account"" + 0.010*""pop"" + 0.009*""duplicate""')]",-5.313208005,0.622075648
111,"[(0, '0.081*""bug"" + 0.015*""folder"" + 0.015*""problem"" + 0.015*""temp"" + 0.015*""so"" + 0.015*""duplicate"" + 0.012*""file"" + 0.012*""delete"" + 0.012*""find"" + 0.012*""include""'), ",-5.398922942,0.493969122
,"(1, '0.034*""folder"" + 0.031*""move"" + 0.022*""bug"" + 0.020*""pop"" + 0.020*""account"" + 0.016*""occurs"" + 0.013*""time"" + 0.013*""mail"" + 0.013*""filter"" + 0.013*""inbox""')]",,
112,"[(0, '0.094*""bug"" + 0.019*""folder"" + 0.018*""problem"" + 0.018*""temp"" + 0.018*""duplicate"" + 0.017*""so"" + 0.014*""file"" + 0.014*""include"" + 0.014*""description"" + 0.014*""find""'),  ",-5.446808252,0.465701969
,"(1, '0.029*""bug"" + 0.022*""file"" + 0.016*""move"" + 0.016*""folder"" + 0.016*""filter"" + 0.016*""seem"" + 0.016*""rule"" + 0.016*""ive"" + 0.015*""work"" + 0.015*""remove""'),",,
,"(2, '0.039*""folder"" + 0.034*""move"" + 0.028*""account"" + 0.028*""pop"" + 0.019*""bug"" + 0.018*""check"" + 0.018*""go"" + 0.018*""occurs"" + 0.018*""inbox"" + 0.012*""resource""')]",,
113,"[(0, '0.104*""bug"" + 0.023*""folder"" + 0.023*""temp"" + 0.023*""duplicate"" + 0.018*""file"" + 0.018*""include"" + 0.018*""description"" + 0.018*""find"" + 0.018*""marked"" + 0.012*""problem""'),   ",-5.525123915,0.442672342
,"(1, '0.039*""bug"" + 0.030*""delete"" + 0.021*""filter"" + 0.021*""work"" + 0.021*""remove"" + 0.021*""solve"" + 0.021*""ive"" + 0.021*""seem"" + 0.021*""tb"" + 0.021*""problem""'),",,
